"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%","HSCF%","HSC+/-","HSCF","HSCA","HSCF60","HSCA60","HSCP60","SCF%","SC+/-","SCF","SCA","SCF60","SCA60","SCP60","CF%","C+/-","CF","CA","CF60","CA60","CP60","FF%","F+/-","FF60","FA60","FF","FA","FP60","MSF","MSA","BSF","BSA","SF%","S+/-","SF60","SA60","SF","SA","GF60","GA60","GF%","OSh%","OFenSh%","OSv%","OCOn%","OFOn%","FO%","FO_W","FO_L","ZSO","ZSN","ZSD","HIT","HIT-","PN","PN-","PenD","TOI"
"1","OTT","20152016",55,100.8,97,103,-6,46.8,110.6,72.5,8.1,92.7,51.1,49.4,46.3,-69,426,495,9.7,11.2,20.9,46.1,-181,1082,1263,24.5,28.6,53.2,46.8,-310,2284,2594,51.8,58.8,110.6,46,-285,37.4,43.9,1651,1936,81.3,454,534,633,658,46.1,-205,27.1,31.8,1197,1402,2.2,2.3,48.5,8.1,5.9,92.7,52.4,72.5,51.1,1320,1264,798,967,819,1433,1199,155,147,-8,2645.6
