,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,PPSuccess,PPSuccess,PKSuccess,PPSuccess
1,ANA,20152016,43,97.9,84,100,-16,52.5,109.9,69.9,6.4,91.5,51.9,50,52.7,53,509,456,11.7,10.5,22.2,51.5,64,1108,1044,25.5,24,49.5,52.5,238,2507,2269,57.7,52.2,109.9,52.8,200,42.9,38.3,1866,1666,81.3,562,492,641,603,52.6,130,30,27,1304,1174,1.9,2.3,45.7,6.4,4.5,91.5,52,69.9,51.9,1321,1226,869,809,869,1113,1028,207,171,-36,2607.9,12.865497076023392,12.865497076023392,92.7536231884058,49.122807017543856
