,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,PPSuccess,PPSuccess,PKSuccess,PPSuccess
1,WSH,20152016,42,103.3,137,89,48,50.3,112.6,70.7,10.6,92.6,49.8,49.5,51.1,20,459,439,10.8,10.3,21.2,51.1,54,1201,1147,28.3,27,55.3,50.3,25,2403,2378,56.6,56,112.6,51.1,75,42.9,41.2,1822,1747,84.1,534,542,581,631,51.7,83,30.3,28.4,1288,1205,3.2,2.1,60.6,10.6,7.5,92.6,53.6,70.7,49.8,1221,1233,815,809,830,1009,940,152,160,8,2547.2,21.25,21.25,88.15789473684211,85.625
