"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","VAN","20152016",39,99.3,19,3,16,89.6,117.1,67.5,10.4,88.9,54,93.2
