"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","STL","20152016",27,111.7,14,1,13,86,94.9,69.1,16.5,95.2,57.5,92.8
