"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","TOR","20152016",24,92.9,15,3,12,92.2,130.2,64.4,12.9,80,53.1,93.3
