"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","NYI","20152016",11,108.7,2,3,-1,18.1,93.2,92.9,15.4,93.3,45.1,8.3
