"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","TOR","20152016",60,86,1,39,-38,15,100.9,79.7,1.7,84.3,46.2,9.5
