,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,Standing,PKSuccess,PPSuccess,PPSuccess
1,DET,20152016,46,100.3,111,115,-4,50.1,102.2,72.5,8.5,91.8,50.2,52.1,49,-20,489,509,10.4,10.9,21.3,50.7,33,1225,1192,26.2,25.4,51.6,50.1,12,2400,2388,51.2,51,102.2,48.9,-84,38.5,40.3,1804,1888,78.8,497,490,596,500,48.3,-91,27.9,29.8,1307,1398,2.4,2.5,49.1,8.5,6.2,91.8,54.5,72.5,50.2,1329,1320,933,857,859,939,934,182,180,-2,2810.3,6,6,84.06593406593407,13.88888888888889,13.88888888888889
