"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","WPG","20152016",9,109.7,2,5,-3,13.7,132.7,78.6,18.2,91.5,36.5,10.9
