,Team,Season,Gm,PDO,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,G+/-
1,S.J,20152016,61,99.8,50.2,1398,1388,818,1122,846,1150,1393,149,179,30,2946.9,6
