,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,PPSuccess,PPSuccess,PKSuccess,PKSuccess,PPSuccess
1,WSH,20152016,19,101.1,60,44,16,53.6,107.2,71.8,10.1,91,50.6,52.5,54.8,39,221,182,11.5,9.5,21,52.9,60,540,480,28.1,25,53.2,53.6,147,1102,955,57.4,49.8,107.2,53.5,109,43,37.3,825,716,80.3,233,228,277,239,54.8,104,30.9,25.4,592,488,3.1,2.3,57.7,10.1,7.3,91,53.7,71.8,50.6,552,538,379,368,343,419,414,62,70,8,1151.2,17.142857142857142,17.142857142857142,87.09677419354838,87.09677419354838,85.71428571428571
