"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","PHI","20152016",46,92.5,3,34,-31,10.3,113.5,81.6,7.5,85,49.8,6.1
