"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","MIN","20152016",36,105.1,22,2,20,90.1,110.9,69.7,13.8,91.3,58.1,93.5
