"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","CHI","20152016",13,94.8,9,1,8,92.5,95.7,80.3,14.8,80,55.1,95
