"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","NYI","20152016",24,99.4,13,2,11,89.3,102.7,74.2,13.7,85.7,52.7,93.6
