,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,Standing,PKSuccess,PPSuccess
1,MTL,20152016,55,99,147,145,2,53.2,110.4,73.7,8.4,90.6,51.3,49.6,52,49,643,594,11.6,10.7,22.3,50.5,28,1483,1455,26.7,26.2,52.9,53.2,392,3264,2872,58.7,51.7,110.4,52.8,249,42.8,38.3,2379,2130,81.2,626,592,885,742,53.3,215,31.6,27.7,1753,1538,2.6,2.6,50.3,8.4,6.2,90.6,53.7,73.7,51.3,1808,1714,1186,1133,1203,1222,1649,207,227,20,3333.6,0,11,86.47342995169082,14.096916299559473
