"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","ARI","20152016",38,85.2,0,29,-29,8.8,106,80.6,0,85.2,52.5,7.8
