"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","NYI","20152016",59,98.3,4,21,-17,14.8,117.2,89.6,6.7,91.6,43.8,7.4
