"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","S.J","20152016",32,108.7,20,1,19,86.6,117.1,73.4,12.5,96.2,62.5,91.9
