"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","CHI","20152016",64,101,6,36,-30,11.6,122.7,79.3,13,88,38.2,3.3
