,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,Standing,PKSuccess
1,PIT,20152016,47,99.7,118,117,1,50.9,111.7,74.2,7.8,92,50.3,50.5,52,46,584,538,12.3,11.3,23.6,52.5,140,1443,1303,30.3,27.4,57.7,50.9,93,2705,2612,56.9,54.9,111.7,50.8,67,43.1,41.7,2051,1984,84.8,530,525,654,628,51,62,32,30.7,1521,1459,2.5,2.5,50.2,7.8,5.8,92,56.2,74.2,50.3,1501,1484,1044,919,1022,1177,1243,192,192,0,2854.8,-1,9,86.97916666666667
