,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,Standing,PKSuccess,PPSuccess
1,L.A,20152016,47,100.1,121,105,16,54.6,112.1,68.8,8.1,92.1,49.8,51.9,52.2,48,561,513,11.8,10.8,22.5,53.7,194,1416,1222,29.7,25.6,55.4,54.6,492,2917,2425,61.2,50.9,112.1,54,326,45.8,38.9,2182,1856,84.7,680,533,735,569,53.2,179,31.5,27.8,1502,1323,2.5,2.2,53.5,8.1,5.5,92.1,51.5,68.8,49.8,1449,1460,1056,876,977,1349,1204,202,175,-27,2859.6,5,2,85.14851485148515,15.428571428571427
