,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,Standing,PKSuccess
1,WSH,20152016,46,103.4,153,99,54,50.3,113,71.1,10.8,92.6,50.2,49.7,50.9,17,506,489,10.9,10.5,21.4,50.9,48,1306,1258,28.1,27.1,55.2,50.3,30,2639,2609,56.8,56.2,113,50.9,73,42.8,41.3,1990,1917,84.1,576,585,649,692,51.5,82,30.4,28.7,1414,1332,3.3,2.1,60.7,10.8,7.7,92.6,53.6,71.1,50.2,1355,1343,902,883,913,1084,1023,173,178,5,2787.2,30,1,87.86127167630057
