,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,PPSuccess,PPSuccess,PKSuccess,PKSuccess,PPSuccess
1,BUF,20152016,6,95.7,10,15,-5,51.7,97.3,76.7,5.6,90.1,50,51.6,48.8,-3,62,65,10.2,10.7,20.9,53.4,19,148,129,24.3,21.2,45.5,51.7,20,306,286,50.3,47,97.3,50.3,3,38.1,37.6,232,229,75.8,54,77,74,57,53.9,26,29.3,25,178,152,1.6,2.5,40,5.6,4.3,90.1,58.2,76.7,50,185,185,128,122,120,137,132,17,26,9,365,19.230769230769234,19.230769230769234,70.58823529411765,70.58823529411765,38.46153846153847
