,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,PPSuccess,PPSuccess,PKSuccess,PPSuccess
1,EDM,20152016,57,99.1,139,169,-30,48.3,110.6,72.7,8.5,90.6,49.2,47.9,46.6,-94,636,730,11,12.6,23.6,48,-126,1517,1643,26.2,28.4,54.6,48.3,-213,3094,3307,53.5,57.2,110.6,47.7,-214,38.9,42.6,2249,2463,81.4,613,671,845,844,47.7,-156,28.3,31,1636,1792,2.4,2.9,45.1,8.5,6.2,90.6,52.9,72.7,49.2,1731,1786,1134,1151,1232,1240,1382,222,212,-10,3471.7,16.50943396226415,16.50943396226415,85.13513513513513,65.56603773584906
