,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,Standing,PPSuccess
1,TOR,20152016,66,97.9,153,191,-38,52.9,115.6,68.1,7.4,90.5,51.2,50.4,55.7,187,918,731,13.7,10.9,24.5,53.8,303,2153,1850,32,27.5,59.6,52.9,448,4110,3662,61.1,54.5,115.6,51.9,218,45.2,42,3039,2821,87.2,968,812,1071,841,50.8,62,30.8,29.9,2071,2009,2.3,2.8,44.5,7.4,5,90.5,50.4,68.1,51.2,2150,2049,1456,1311,1432,1821,1719,275,262,-13,4033,-27,16,11.83206106870229
