,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,Standing,PPSuccess
1,OTT,20152016,69,100.6,192,212,-20,47.9,113,71.1,9.8,90.8,50.6,49.8,46.6,-106,722,828,10.3,11.8,22.1,46.5,-275,1810,2085,25.8,29.7,55.4,47.9,-328,3806,4134,54.2,58.8,113,46.8,-378,39.2,44.6,2758,3136,83.9,798,834,1048,998,46,-342,27.9,32.8,1960,2302,2.7,3,47.5,9.8,7,90.8,51.5,71.1,50.6,2147,2100,1410,1416,1421,1917,1639,289,286,-3,4216.5,-7,13,11.538461538461538
