,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,Standing,PPSuccess
1,VAN,20152016,66,99.3,156,187,-31,47.8,105.7,73.1,8.3,91,45,49.8,45.5,-135,682,817,10.1,12.2,22.3,44.9,-375,1641,2016,24.4,30,54.4,47.8,-313,3396,3709,50.5,55.2,105.7,47.7,-247,38.4,42,2580,2827,80.4,693,746,816,882,47.6,-194,28.1,30.9,1887,2081,2.3,2.8,45.5,8.3,6,91,55.6,73.1,45,1787,2182,1354,1251,1364,1210,1311,272,269,-3,4034.3,-15,11,12.267657992565056
