,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,Standing,PPSuccess
1,NSH,20152016,68,99.6,184,172,12,51.9,106.3,73,8.9,90.7,49.4,51,54.1,107,705,598,10.2,8.7,18.9,53.2,213,1782,1569,25.9,22.8,48.7,51.9,276,3798,3522,55.2,51.2,106.3,53.1,331,41.3,36.5,2842,2511,77.8,768,654,956,1011,52.8,217,30.1,27,2074,1857,2.7,2.5,51.7,8.9,6.5,90.7,54.6,73,49.4,2016,2066,1416,1304,1362,1553,1348,271,285,14,4129.9,12,7,14.736842105263156
