,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,,5v5G+/-,PPSuccess
1,T.B,20152016,62,101.1,170,147,23,51.2,106.4,70.4,9.4,91.7,49.7,52.8,51.4,39,727,688,11.6,11,22.6,52.2,150,1762,1612,28.1,25.7,53.8,51.2,162,3418,3256,54.5,51.9,106.4,50.8,79,40.9,39.7,2567,2488,80.6,761,718,851,768,50.5,36,28.8,28.2,1806,1770,2.7,2.3,53.6,9.4,6.6,91.7,52.8,70.4,49.7,1827,1852,1324,1172,1183,1252,1537,245,269,24,3762.3,15,15,4,13.754646840148698
