,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,Standing,PKSuccess,PPSuccess
1,BUF,20152016,13,95.4,28,39,-11,53.1,106.9,76.6,6.6,88.8,50.6,53.3,54.8,29,164,135,12.5,10.3,22.8,55.9,80,380,300,29,22.9,51.8,53.1,87,745,658,56.8,50.1,106.9,52.7,57,42.3,37.9,555,498,80.2,130,150,190,160,55,77,32.4,26.5,425,348,2.1,3,41.8,6.6,5,88.8,57,76.6,50.6,395,385,280,255,245,316,314,36,51,15,787.5,-11,14,77.77777777777777,17.647058823529413
