,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,Standing,PKSuccess,PPSuccess
1,ANA,20152016,6,94.8,6,16,-10,51.7,117.9,68.5,3.4,91.4,52.4,53.9,44.1,-16,60,76,9.9,12.5,22.4,45.4,-28,139,167,22.8,27.5,50.3,51.7,25,371,346,61,56.9,117.9,50.9,9,42.7,41.3,260,251,84,82,64,111,95,48.8,-9,29.3,30.7,178,187,1,2.6,27.3,3.4,2.3,91.4,48,68.5,52.4,186,169,139,97,119,131,138,21,22,1,365,-8,14,90.47619047619048,4.545454545454546
