"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%","HSCF%","HSC+/-","HSCF","HSCA","HSCF60","HSCA60","HSCP60","SCF%","SC+/-","SCF","SCA","SCF60","SCA60","SCP60","CF%","C+/-","CF","CA","CF60","CA60","CP60","FF%","F+/-","FF60","FA60","FF","FA","FP60","MSF","MSA","BSF","BSA","SF%","S+/-","SF60","SA60","SF","SA","GF60","GA60","GF%","OSh%","OFenSh%","OSv%","OCOn%","OFOn%","FO%","FO_W","FO_L","ZSO","ZSN","ZSD","HIT","HIT-","PN","PN-","PenD","TOI"
"1","WPG","20152016",59,99.5,95,97,-2,51.7,107,71.9,7.1,92.4,47.8,52.8,48.3,-33,475,508,10.4,11.1,21.5,50.9,42,1190,1148,26,25.1,51.1,51.7,171,2533,2362,55.4,51.6,107,51.4,100,40.9,38.7,1870,1770,79.5,525,490,663,592,51.2,65,29.4,28,1345,1280,2.1,2.1,49.5,7.1,5.1,92.4,53.1,71.9,47.8,1253,1368,854,1003,764,1342,1110,185,179,-6,2745.5
