,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,PPSuccess,PPSuccess,PKSuccess,PKSuccess,PPSuccess
1,NYI,20152016,35,101.2,93,80,13,49.7,109.7,72.6,9.1,92.1,49.3,52.5,50.5,8,412,404,11.6,11.3,22.9,50.3,10,1004,994,28.2,27.9,56,49.7,-22,1945,1967,54.6,55.2,109.7,49.9,-4,39.7,39.8,1415,1419,79.5,388,401,530,548,50.2,9,28.8,28.6,1027,1018,2.6,2.2,53.8,9.1,6.6,92.1,52.8,72.6,49.3,972,998,694,647,629,1191,1027,132,131,-1,2139,13.740458015267176,13.740458015267176,91.66666666666667,91.66666666666667,70.99236641221374
