"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","T.B","20152016",40,111.2,26,2,24,87.4,96,63.1,17.7,93.5,45.5,95.4
