,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,PPSuccess,PPSuccess,PKSuccess,PKSuccess,PPSuccess
1,ANA,20152016,9,94.8,9,24,-15,50.2,113.9,70.2,3.6,91.3,51.5,50.4,42.8,-29,86,115,9.5,12.6,22.1,43.6,-60,203,263,22.3,28.9,51.2,50.2,4,520,516,57.2,56.7,113.9,49,-15,39.5,41.1,359,374,80.6,107,99,161,142,47.8,-23,27.7,30.2,252,275,1,2.6,27.3,3.6,2.5,91.3,48.5,70.2,51.5,278,262,190,163,187,204,184,37,34,-3,545.9,5.88235294117647,5.88235294117647,91.89189189189189,91.89189189189189,26.47058823529412
