1,37,169,1,17.6056338,10.4,102.3,227,58,87.36842105,50.6,91.9,8,9,187,3,12.94117647,8.5,100.3,190,3,86.40483384,50.4,91.8
2,33,192,0,13.84615385,9.9,101.4,209,17,83.51648352,48.2,91.5,7,8,205,2,14.23728814,9.1,100.2,215,10,86.86567164,49.4,91.1
3,20,179,1,12.08,9.7,101.5,204,25,87.156,49,91.8,6,8,177,0,14.01515152,9.2,101,196,19,89.88764045,49.8,91.9
4,25,170,3,12.34177215,9.4,101.3,199,29,88.01369863,50.5,91.9,5,20,178,0,14.13793103,8.3,100.2,201,23,87.45644599,52.3,91.8
1,4,214,0,17.07317073,9.9,100.1,241,27,85.05338078,52.5,90.2,8,11,187,4,16.08391608,9.1,100.5,199,12,82.37885463,49.3,91.4
2,14,181,3,16.37010676,8.5,100.4,190,9,89.02439024,50.2,91.9,7,12,189,0,17.04918033,9.5,100.3,214,25,85.82089552,52.6,90.7
3,17,169,0,15.49295775,8.3,100,198,29,85.04672897,54.6,91.7,6,10,188,0,14.90066225,8.9,99.6,201,13,86.30136986,53.1,90.7
4,-3,183,0,17.84386617,9,100.9,204,21,82.92682927,49.8,92,5,-8,170,0,16.02564103,8.4,99.9,187,17,90.625,53,91.5
