,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,PPSuccess,5v5G+/-,PKSuccess
1,S.J,20152016,74,100.3,214,189,25,51.4,110.2,71.3,9.5,90.7,50.4,49.9,56.2,220,1001,781,13.4,10.4,23.8,53.7,297,2136,1839,28.5,24.6,53.1,51.4,227,4238,4011,56.6,53.6,110.2,52.6,312,42,37.9,3146,2834,79.9,904,793,1092,1177,52.3,201,30,27.3,2242,2041,2.9,2.5,53.1,9.5,6.8,90.7,52.9,71.3,50.4,2230,2192,1448,1521,1453,1498,1759,268,305,37,4490.9,17.04918032786885,12,85.82089552238806
