,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,PPSuccess,5v5G+/-,PKSuccess
1,DAL,20152016,75,100.1,241,214,27,52.4,117.7,70.5,9.9,90.2,50.3,51.8,51.3,49,979,930,12.9,12.3,25.2,53.8,342,2447,2105,32.3,27.8,60,52.4,429,4675,4246,61.7,56,117.7,52.5,323,45.5,41.3,3452,3129,86.8,1020,955,1223,1117,52.8,258,32.1,28.7,2432,2174,3.2,2.8,53,9.9,7,90.2,52,70.5,50.3,2393,2364,1648,1574,1535,1419,1665,281,287,6,4548.4,17.073170731707318,4,85.05338078291815
