,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,PPSuccess,PKSuccess,Even
1,FLA,20152016,74,101.5,204,179,25,48.8,100.7,73.1,9.7,91.8,49.9,47.8,49.6,-13,735,748,9.8,10,19.7,50.2,12,1749,1737,23.3,23.1,46.4,48.8,-187,3687,3874,49.1,51.6,100.7,49,-116,38.5,40,2888,3004,78.5,778,812,799,870,49,-82,28.1,29.2,2110,2192,2.7,2.4,53.3,9.7,7.1,91.8,57.2,73.1,49.9,2292,2302,1502,1455,1637,1768,1880,327,331,4,4506.2,12.08,87.156,20
