,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,PPSuccess,5v5G+/-,PKSuccess
1,PHI,20152016,73,100.3,190,187,3,50.3,115.2,71.5,8.5,91.8,50.6,49.8,50.6,20,892,872,12,11.7,23.7,49.7,-27,2070,2097,27.8,28.2,56.1,50.3,57,4309,4252,58,57.2,115.2,50.4,44,42.1,41.5,3131,3087,83.7,893,805,1178,1165,49.5,-44,30.1,30.7,2238,2282,2.6,2.5,50.4,8.5,6.1,91.8,51.9,71.5,50.6,2221,2171,1482,1417,1493,1996,1942,331,340,9,4460,12.941176470588237,9,86.404833836858
