,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,PPSuccess,5v5G+/-,PKSuccess
1,PIT,20152016,73,100.2,201,178,23,52.4,110.9,74.5,8.3,91.8,50.5,51.5,53.9,135,937,802,12.7,10.9,23.5,54.6,387,2295,1908,31.1,25.8,56.9,52.4,392,4291,3899,58.1,52.8,110.9,52.3,284,43.8,39.9,3234,2950,83.7,826,768,1057,949,52.5,226,32.6,29.5,2408,2182,2.7,2.4,53,8.3,6.2,91.8,56.1,74.5,50.5,2307,2263,1604,1454,1512,1766,2065,287,290,3,4431.2,14.13793103448276,20,87.45644599303137
