,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,Standing,PKSuccess,PPSuccess,PPSuccess
1,MTL,20152016,47,99.2,127,121,6,53.8,109.7,73.4,8.5,90.7,51.2,50.2,51.9,39,541,502,11.4,10.6,22,50.8,42,1270,1228,26.8,25.9,52.7,53.8,390,2794,2404,59,50.7,109.7,53.1,238,43,38,2039,1801,81,543,499,755,603,53.5,194,31.6,27.5,1496,1302,2.7,2.6,51.2,8.5,6.2,90.7,53.5,73.4,51.2,1554,1481,1031,982,1022,998,1400,181,196,15,2843.6,-1,11,87.29281767955801,13.77551020408163,13.77551020408163
