,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,Standing,PKSuccess,PPSuccess,PPSuccess
1,MIN,20152016,47,100.8,117,108,9,49.1,107.7,71.2,8.7,92,51.4,51.1,50.9,18,506,488,10.6,10.3,20.9,50.3,17,1234,1217,26,25.6,51.6,49.1,-96,2511,2607,52.8,54.9,107.7,49.5,-41,39.6,40.4,1881,1922,80,542,569,630,685,49.7,-14,28.2,28.5,1339,1353,2.5,2.3,52,8.7,6.2,92,53.3,71.2,51.4,1465,1383,989,912,947,826,959,146,176,30,2851.4,10,7,85.61643835616438,13.068181818181818,13.068181818181818
