,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,5v5G+/-,Standing,PKSuccess,PPSuccess,PPSuccess
1,TOR,20152016,45,99.1,107,121,-14,51.4,116.6,67.7,7.6,91.5,51.2,50.3,56.9,154,637,483,13.9,10.5,24.4,52.8,156,1454,1298,31.7,28.3,60.1,51.4,149,2747,2598,59.9,56.7,116.6,50.8,64,45.3,44,2078,2014,89.3,671,598,669,584,49.8,-9,30.7,30.9,1407,1416,2.3,2.6,46.9,7.6,5.1,91.5,51.2,67.7,51.2,1482,1410,1004,895,993,1209,1160,178,174,-4,2749.4,-8,14,84.8314606741573,13.218390804597702,13.218390804597702
