"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%"
"1","NYI","20152016",42,95.3,21,4,17,90.1,104.9,74.6,11.9,83.3,51.6,95.6
