"","Team","Season","Gm","PDO","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","ZSO%","HSCF%","HSC+/-","HSCF","HSCA","HSCF60","HSCA60","HSCP60","SCF%","SC+/-","SCF","SCA","SCF60","SCA60","SCP60","CF%","C+/-","CF","CA","CF60","CA60","CP60","FF%","F+/-","FF60","FA60","FF","FA","FP60","MSF","MSA","BSF","BSA","SF%","S+/-","SF60","SA60","SF","SA","GF60","GA60","GF%","OSh%","OFenSh%","OSv%","OCOn%","OFOn%","FO%","FO_W","FO_L","ZSO","ZSN","ZSD","HIT","HIT-","PN","PN-","PenD","TOI"
"1","COL","20152016",28,100.9,50,50,0,44.1,107.2,73,8.6,92.3,48.7,42.8,47.4,-22,201,223,9,10,19.1,45.4,-100,493,593,22.2,26.7,48.9,44.1,-280,1051,1331,47.3,59.9,107.2,46.2,-131,36,41.9,800,931,77.9,216,282,251,400,47.4,-65,26.3,29.2,584,649,2.3,2.3,50,8.6,6.2,92.3,55.6,73,48.7,597,628,316,486,423,600,496,77,79,2,1332.8
