,Team,Season,Gm,PDO,GF,GA,G+/-,CF%,CP60,OFOn%,OSh%,OSv%,FO%,ZSO%,HSCF%,HSC+/-,HSCF,HSCA,HSCF60,HSCA60,HSCP60,SCF%,SC+/-,SCF,SCA,SCF60,SCA60,SCP60,CF%,C+/-,CF,CA,CF60,CA60,CP60,FF%,F+/-,FF60,FA60,FF,FA,FP60,MSF,MSA,BSF,BSA,SF%,S+/-,SF60,SA60,SF,SA,GF60,GA60,GF%,OSh%,OFenSh%,OSv%,OCOn%,OFOn%,FO%,FO_W,FO_L,ZSO,ZSN,ZSD,HIT,HIT-,PN,PN-,PenD,TOI,PPSuccess,PPSuccess,PKSuccess,PPSuccess
1,ARI,20152016,45,100.1,123,134,-11,48.2,107.8,70.5,9.9,90.2,53.6,48.2,52.6,53,530,477,11.7,10.5,22.2,48.6,-65,1154,1219,25.4,26.8,52.3,48.2,-180,2358,2538,51.9,55.9,107.8,47.3,-200,38.7,43.1,1758,1958,81.8,519,595,600,580,47.6,-124,27.3,30,1239,1363,2.7,3,47.9,9.9,7,90.2,52.5,70.5,53.6,1500,1298,906,918,974,970,1156,199,202,3,2724.7,14.85148514851485,14.85148514851485,81.4070351758794,60.89108910891089
